title,category,authors,publisher,registeredDate,doingsChoices,link,memo
섹스 앤 더 처치,페미니즘과 신학,캐시 루디,한울,2018-09-21,,https://book.naver.com/bookdb/book_detail.nhn?bid=6879016,
신에게 솔직히,페미니즘과 신학,존 로빈슨 저 현영학 역,대한기독교서회,2018-09-21,,https://book.naver.com/bookdb/book_detail.nhn?bid=16524,
신의 정원에 핀 들꽃처럼 ,페미니즘과 신학,현경,웅진지식하우스,2018-09-21,,https://book.naver.com/bookdb/book_detail.nhn?bid=6779104,
"신학, 그 막힘과 트임 : 여성신학 개론",페미니즘과 신학,캐서린 모우리 라커그나 엮음 ; 강영옥,분도,2018-09-21,,https://book.naver.com/bookdb/book_detail.nhn?bid=1456483,
어머니 연인 친구,페미니즘과 신학,샐리맥페이그,뜰밖,2018-09-21,,https://book.naver.com/bookdb/book_detail.nhn?bid=4702605,
여성과 그리스도교 2,페미니즘과 신학,메리 T. 말로운,바오로딸,2018-09-21,,https://book.naver.com/bookdb/book_detail.nhn?bid=6182493,
여성과 그리스도교 3,페미니즘과 신학,메리 T. 말로운,바오로딸,2018-09-21,,https://book.naver.com/bookdb/book_detail.nhn?bid=6806816,
여성들을 위한 성서주석 (구약 편),페미니즘과 신학,"캐롤 A. 뉴섬, 샤론 H. 린지",대한기독교서회,2018-09-21,,https://book.naver.com/bookdb/book_detail.nhn?bid=9230655,
여성신학사전,페미니즘과 신학,"레티 M. 러셀, J. 샤논 클락슨 엮음",이화여자대학교출판부,2018-09-21,,https://book.naver.com/bookdb/book_detail.nhn?bid=123779,
여성신학의 주제탐구,페미니즘과 신학,김애영,한신대학교 출판부,2018-09-21,,https://book.naver.com/bookdb/book_detail.nhn?bid=2278530,
여성의 성스러움,페미니즘과 신학,"캐롤 P. 크리스트, 쥬디스 플라스코",충남대학교출판문화원,2018-09-21,,https://book.naver.com/bookdb/book_detail.nhn?bid=6664417,
여성이 만난 하나님,페미니즘과 신학,강호숙 지음 파주,넥서스CROSS,2018-09-21,,https://book.naver.com/bookdb/book_detail.nhn?bid=11141869,
여성이 읽는 성서: 구약성서개론,페미니즘과 신학,"이경숙, 이은애, 김지은, 이영미, 채은하, 유연희",대한기독교서회,2018-09-21,,https://book.naver.com/bookdb/book_detail.nhn?bid=1914513,
여신을 찾아서,페미니즘과 신학,김신명숙,판미동,2018-09-21,,https://book.naver.com/bookdb/book_detail.nhn?bid=13603553,
여자 성서 밖으로 나오다,페미니즘과 신학,김호경,대한기독교서회,2018-09-21,,https://book.naver.com/bookdb/book_detail.nhn?bid=2125028,
연약함의 힘,페미니즘과 신학,현경,샘터,2018-09-21,http://cafedoing.com/221025301508,https://book.naver.com/bookdb/book_detail.nhn?bid=7973889,
영성 음악 여성,페미니즘과 신학,하비 콕스,동연,2018-09-21,,https://book.naver.com/bookdb/book_detail.nhn?bid=75091,
영성과 여성신학,페미니즘과 신학,한국여성신학회,대한기독교서회,2018-09-21,,https://book.naver.com/bookdb/book_detail.nhn?bid=16568,
예수가 사랑한 남자 ,페미니즘과 신학,테오도르 W. 제닝스,동연,2018-09-21,http://cafedoing.com/221016861716,https://book.naver.com/bookdb/book_detail.nhn?bid=6655505,
예수는 페미니스트였다,페미니즘과 신학,레너드 스위들러,신앙과지성사,2018-09-21,,https://book.naver.com/bookdb/book_detail.nhn?bid=12545756,
예수님과 함께 보는 드라마 드라마틱,페미니즘과 신학,백소영,꿈꾸는터,2018-09-21,,https://book.naver.com/bookdb/book_detail.nhn?bid=6333408,
예수의 섹슈얼리티,페미니즘과 신학,윌리엄 E. 핍스,이룸,2018-09-21,,https://book.naver.com/bookdb/book_detail.nhn?bid=2540335,
위험사회와 여성신학,페미니즘과 신학,한국여성신학회 엮음,동연,2018-09-21,,https://book.naver.com/bookdb/book_detail.nhn?bid=10634656,
이 여인을 기억하라,페미니즘과 신학,최만자,동연,2018-09-21,,https://book.naver.com/bookdb/book_detail.nhn?bid=6970177,
이브에서 에스터까지,페미니즘과 신학,유연희,삼인,2018-09-21,,,
페미니스트 신학: 여성ㆍ영성ㆍ생명,페미니즘과 신학,강남순,한국신학연구소,2018-09-21,http://cafedoing.com/221126059266,https://book.naver.com/bookdb/book_detail.nhn?bid=246195,
페미니즘과 기독교,페미니즘과 신학,강남순,동녘,2018-09-21,,https://book.naver.com/bookdb/book_detail.nhn?bid=12656480,
페미니즘과 기독교의 맥락들,페미니즘과 신학,백소영,뉴스앤조이,2018-09-21,http://cafedoing.com/221230518517,,
포스트모던 시대의 한국 여성신학 ,페미니즘과 신학,이은선,분도,2018-09-21,,https://book.naver.com/bookdb/book_detail.nhn?bid=211023,
풍성한 생명,페미니즘과 신학,샐리맥페이그,이화여자대학교출판부,2018-09-21,,https://book.naver.com/bookdb/book_detail.nhn?bid=4905876,
하나님 아버지를 넘어서,페미니즘과 신학,메리 데일리,이화여자대학교출판부,2018-09-21,,https://book.naver.com/bookdb/book_detail.nhn?bid=32600,
하나님의 딸들,페미니즘과 신학,진 에드워즈,죠이북스,2018-09-21,,https://book.naver.com/bookdb/book_detail.nhn?bid=12590097,
하느님의 백한번째 이름,페미니즘과 신학,엘리사벳 존슨,성바오로딸수도회,2018-09-21,,https://book.naver.com/bookdb/book_detail.nhn?bid=214253,
한국 여성조직신학 탐구,페미니즘과 신학,이은선,대한기독교서회,2018-09-21,,https://book.naver.com/bookdb/book_detail.nhn?bid=1469533,
한국여성신학 2008 겨울 제68호,페미니즘과 신학,한국여신학자협의회,,2018-09-21,,,
현대신학의 패러다임,페미니즘과 신학,도로테 죌레,한국신학연구소,2018-09-21,,https://book.naver.com/bookdb/book_detail.nhn?bid=15494,
현대여성신학,페미니즘과 신학,강남순,대한기독교서회,2018-09-21,http://cafedoing.com/220984516933,https://book.naver.com/bookdb/book_detail.nhn?bid=16496,
혐오와 여성신학,페미니즘과 신학,한국여성신학회,동연,2018-09-21,,https://book.naver.com/bookdb/book_detail.nhn?bid=13608414,
감정공부,페미니즘과 심리학,미리암 그린스팬,출판사뜰,2018-09-21,,https://book.naver.com/bookdb/book_detail.nhn?bid=5262125,
검은 태양,페미니즘과 심리학,줄리아 크리스테바,동문선,2018-09-21,,https://book.naver.com/bookdb/book_detail.nhn?bid=141667,
늑대와 함께 달리는 여인들,페미니즘과 심리학,클라리사 에스테스,이루,2018-09-21,,https://book.naver.com/bookdb/book_detail.nhn?bid=7309908,
단어의 사생활,페미니즘과 심리학,제임스 W. 페니베이커,사이,2018-09-21,,https://book.naver.com/bookdb/book_detail.nhn?bid=11404036,
담대한 목소리,페미니즘과 심리학,캐럴 길리건,생각정원,2018-12-14,http://cafedoing.com/221419186379,https://book.naver.com/bookdb/book_detail.nhn?bid=14341903,
당신이 옳다,페미니즘과 심리학,정혜신,해냄출판사,2018-12-13,,https://book.naver.com/bookdb/book_detail.nhn?bid=14027973,
분열된 자기,페미니즘과 심리학,로널드 랭,문예출판사,2018-11-21,,https://book.naver.com/bookdb/book_detail.nhn?bid=14253260,
사랑은 왜 불안한가,페미니즘과 심리학,에바 일루즈,돌베개,2018-09-21,,https://book.naver.com/bookdb/book_detail.nhn?bid=7522478,
사랑은 왜 아픈가,페미니즘과 심리학,에바 일루즈,돌베개,2018-09-21,,https://book.naver.com/bookdb/book_detail.nhn?bid=7248683,
여성 영웅의 탄생,페미니즘과 심리학,모린 머독,교양인,2018-09-21,,https://book.naver.com/bookdb/book_detail.nhn?bid=7661563,
여성'의 자아,페미니즘과 심리학,주디스 조던,한울 아카데미,2018-11-09,,https://book.naver.com/bookdb/book_detail.nhn?bid=14082742,
여성심리학,페미니즘과 심리학,곽금주 외,학지사,2018-09-21,,https://book.naver.com/bookdb/book_detail.nhn?bid=9489352,
여성을 위한 심리점성학 sex signs,페미니즘과 심리학,주디스 베넷,이프,2018-09-21,,https://book.naver.com/bookdb/book_detail.nhn?bid=122376,
여성의 신비,페미니즘과 심리학,베티 프리단,이매진,2018-09-21,,https://book.naver.com/bookdb/book_detail.nhn?bid=1611226,
여자들의 꿈,페미니즘과 심리학,루시 구디슨,또하나의문화,2018-09-21,,https://book.naver.com/bookdb/book_detail.nhn?bid=76498,
여자의 적은 여자다,페미니즘과 심리학,필리스 체슬러,부글북스,2018-09-21,,https://book.naver.com/bookdb/book_detail.nhn?bid=6180326,
우리 속에 숨어 있는 힘: 여성주의 심리 상담,페미니즘과 심리학,미리암 그린스팬,또하나의문화,2018-09-21,,https://book.naver.com/bookdb/book_detail.nhn?bid=194842,
우리 속에 있는 여신들 ,페미니즘과 심리학,진 시노다 볼린,또하나의문화,2018-09-21,,https://book.naver.com/bookdb/book_detail.nhn?bid=133937,
융의 영혼의 지도,페미니즘과 심리학,머리 스타인,문예출판사,2019-03-26,http://cafedoing.com/221497852034,https://book.naver.com/bookdb/book_detail.nhn?bid=9555909,
착한 여자는 왜 살찔까,페미니즘과 심리학,캐런 R. 쾨닝,레드박스,2018-09-21,,https://book.naver.com/bookdb/book_detail.nhn?bid=6293096,
페미니스트 정신분석이론가들,페미니즘과 심리학,여성문화이론연구소 정신분석세미나팀,여이연,2018-09-21,http://cafedoing.com/220983300730,https://book.naver.com/bookdb/book_detail.nhn?bid=11184277,
페미니즘과 정신분석,페미니즘과 심리학,여성문화이론연구소 정신분석세미나팀,여이연,2018-09-21,,https://book.naver.com/bookdb/book_detail.nhn?bid=126803,
1990년대 이후 한국여성운동사 특강,페미니즘과 역사,"김은희, 나영정, 문은미, 조주현",액티비즘,2018-09-21,,https://book.naver.com/bookdb/book_detail.nhn?bid=13364986,
19세기 서울의 사랑,페미니즘과 역사,"김경미, 조혜란 역주",여이연,2018-09-21,,https://book.naver.com/bookdb/book_detail.nhn?bid=10590443,
20세기 여성 사건사,페미니즘과 역사,길밖세상,여성신문사,2018-09-21,,https://book.naver.com/bookdb/book_detail.nhn?bid=75891,
3.1정신과 여성교육 100년,페미니즘과 역사,김태은,성신연혁복원준비위원회,2019-02-20,,http://news.khan.co.kr/kh_news/khan_art_view.html?artid=201902151815002&code=900303,
가부장제의 창조,페미니즘과 역사,거다 러너,당대,2018-09-21,,https://book.naver.com/bookdb/book_detail.nhn?bid=156279,
경계의 여성들: 한국 근대 여성사,페미니즘과 역사,서울대학교 여성연구소,한울아카데미,2018-09-21,,https://book.naver.com/bookdb/book_detail.nhn?bid=10547401,
경성의 모던걸,페미니즘과 역사,서지영,여이연,2018-09-21,,https://book.naver.com/bookdb/book_detail.nhn?bid=7280785,
"광주, 여성",페미니즘과 역사,광주전남여성단체연합,후마니타스,2018-09-21,http://cafedoing.com/221204298136,https://book.naver.com/bookdb/book_detail.nhn?bid=7042432,
그녀의 이름은,페미니즘과 역사,북핀 편집부,북핀,2019-06-28,,http://book.naver.com/bookdb/book_detail.nhn?bid=15044234,
그런 여자는 없다,페미니즘과 역사,게릴라 걸스,후마니타스,2018-09-21,http://cafedoing.com/220997745809,https://book.naver.com/bookdb/book_detail.nhn?bid=11794337,
근대 가부장제 사회의 균열,페미니즘과 역사,김경애,푸른사상,2018-09-21,,https://book.naver.com/bookdb/book_detail.nhn?bid=7489647,
나쁜여자 전성시대,페미니즘과 역사,앨리스 에콜스,이매진,2018-09-21,http://cafedoing.com/220995558184,https://book.naver.com/bookdb/book_detail.nhn?bid=11662147,
대한민국 넷페미사,페미니즘과 역사,"권김현영, 손희정, 박은하, 이민경",나무연필,2018-09-21,http://cafedoing.com/221372869325,https://book.naver.com/bookdb/book_detail.nhn?bid=11535318,
두 조선의 여성: 신체 언어 심성,페미니즘과 역사,"김현주, 박무영, 이연숙, 허남린",혜안,2018-09-21,,https://book.naver.com/bookdb/book_detail.nhn?bid=10311778,
마녀와 성녀,페미니즘과 역사,이케가미 슌이치,창해,2018-09-21,,https://book.naver.com/bookdb/book_detail.nhn?bid=1978438,
명동 아가씨,페미니즘과 역사,김미선,마음산책,2018-09-21,,https://book.naver.com/bookdb/book_detail.nhn?bid=6979135,
모녀 5세대,페미니즘과 역사,이기숙,산지니,2018-09-21,,https://book.naver.com/bookdb/book_detail.nhn?bid=9438759,
못생긴 여자의 역사,페미니즘과 역사,클로딘느 사게르,호밀밭,2018-09-21,http://cafedoing.com/221333764619,https://book.naver.com/bookdb/book_detail.nhn?bid=13659051,
"무당, 여성, 신령들",페미니즘과 역사,로렐 켄달,일조각,2018-09-21,,https://book.naver.com/bookdb/book_detail.nhn?bid=10454422,
세계여성사(백산선서35),페미니즘과 역사,옥성조,백산서당,2018-09-21,,https://book.naver.com/bookdb/book_detail.nhn?bid=3435595,
"세상의 절반, 여성이야기",페미니즘과 역사,우리교육출판부,우리교육,2018-09-21,,https://book.naver.com/bookdb/book_detail.nhn?bid=57279,
숨겨진 한국여성의 역사,페미니즘과 역사,박수정,아름다운사람들,2018-09-21,,https://book.naver.com/bookdb/book_detail.nhn?bid=140372,
신여성,페미니즘과 역사,문옥표 외,청년사,2018-09-21,,https://book.naver.com/bookdb/book_detail.nhn?bid=132833,
아름다운 외출,페미니즘과 역사,실라 로보섬,삼천리,2018-09-21,,https://book.naver.com/bookdb/book_detail.nhn?bid=6933802,
"어서 와, 이런 이야기는 처음이지?",페미니즘과 역사,E. B. 폴라드,책읽는귀족,2018-09-21,,https://book.naver.com/bookdb/book_detail.nhn?bid=10263709,
여공문학,페미니즘과 역사,루스 베러클러프,후마니타스,2018-09-21,http://cafedoing.com/221112137911,https://book.naver.com/bookdb/book_detail.nhn?bid=12211010,
"여성, 역사 속의 주체적인 삶",페미니즘과 역사,이화형,국학자료원,2018-09-21,,https://book.naver.com/bookdb/book_detail.nhn?bid=10381712,
여성; 역사와 현재,페미니즘과 역사,박용옥,국학자료원,2018-09-21,,https://book.naver.com/bookdb/book_detail.nhn?bid=6970177,
여성(들)이 기억하는 전쟁과 분단,페미니즘과 역사,"이재경, 윤택림, 조영주 외 6명",아르케,2018-09-21,,https://book.naver.com/bookdb/book_detail.nhn?bid=7390271,
여성사 다시쓰기,페미니즘과 역사,정현백,당대,2018-09-21,,https://book.naver.com/bookdb/book_detail.nhn?bid=3291667,
여성의 우정에 관하여,페미니즘과 역사,메릴린 옐롬,책과함께,2018-09-21,http://cafedoing.com/221015419320,https://book.naver.com/bookdb/book_detail.nhn?bid=10882664,
여성이 만드는 아시아,페미니즘과 역사,마츠이 야요리,들린아침,2018-09-21,,https://book.naver.com/bookdb/book_detail.nhn?bid=1881072,
여성이 여성을 노래하다,페미니즘과 역사,신영숙,늘품,2018-09-21,,https://book.naver.com/bookdb/book_detail.nhn?bid=9413760,
여성주의 고전을 읽는다,페미니즘과 역사,"한정숙, 고정갑희, 김수진, 배은경, 이순예, 임옥희, 조선정, 홍찬숙",한길사,2018-09-21,,https://book.naver.com/bookdb/book_detail.nhn?bid=6861028,
여자는 왜?,페미니즘과 역사,서진영,동녘,2018-09-21,,https://book.naver.com/bookdb/book_detail.nhn?bid=32335,
역사 속의 페미니스트,페미니즘과 역사,거다 러너,평민사,2018-09-21,,https://book.naver.com/bookdb/book_detail.nhn?bid=25412,
우리는 멈추지 않는다,페미니즘과 역사,아티산 편집부,윌북,2018-09-21,http://cafedoing.com/221154272544,https://book.naver.com/bookdb/book_detail.nhn?bid=12085080,
이 세상에 만약 남자가 업다면,페미니즘과 역사,곰밤,newt,2019-05-17,,,
이야기 여성사1,페미니즘과 역사,여성신문사,여성신문사,2018-09-21,,https://book.naver.com/bookdb/book_detail.nhn?bid=75879,
이야기 여성사2,페미니즘과 역사,여성신문사,여성신문사,2018-09-21,,https://book.naver.com/bookdb/book_detail.nhn?bid=75880,
"조선의 여성들, 부자유한 시대에 너무나 비범했던",페미니즘과 역사,박무영.김경미.조혜란,돌베개,2019-04-08,,https://book.naver.com/bookdb/book_detail.nhn?bid=156052,
참 아름다운 도전 1,페미니즘과 역사,이병철 엮음,휴먼비전,2018-09-21,,https://book.naver.com/bookdb/book_detail.nhn?bid=4772976,
참 아름다운 도전 2,페미니즘과 역사,이병철 엮음,휴먼비전,2018-09-21,,https://book.naver.com/bookdb/book_detail.nhn?bid=4781000,
처음 읽는 여성 세계사,페미니즘과 역사,"케르스틴 뤼커, 우테 댄셸",어크로스,2018-09-21,,https://book.naver.com/bookdb/book_detail.nhn?bid=13398442,
처음 읽는 여성의 역사,페미니즘과 역사,정현백 김정안,동녘,2018-09-21,,https://book.naver.com/bookdb/book_detail.nhn?bid=6620122,
페미니즘 : 무엇이 세계를 움직이는가,페미니즘과 역사,"수잔 앨리스 왓킨스 글, 마리사 루에다 그림",이두,2018-09-21,http://cafedoing.com/220968251388,https://book.naver.com/bookdb/book_detail.nhn?bid=15797,
페미니즘 어제와 오늘,페미니즘과 역사,"강희, 고갑희, 노승희, 박정오, 이희원",민음사,2018-09-21,,https://book.naver.com/bookdb/book_detail.nhn?bid=4981,
페미니즘 위대한 역사,페미니즘과 역사,조앤 스콧,앨피,2018-09-21,http://cafedoing.com/220976052390,https://book.naver.com/bookdb/book_detail.nhn?bid=11762176,
페미니즘의 작은 역사,페미니즘과 역사,"안체 슈룹 글, 파투 그림",숨쉬는책공자,2018-09-21,,https://book.naver.com/bookdb/book_detail.nhn?bid=11345982,
한국 근대 여성 63인의 초상,페미니즘과 역사,김경일 외,한국학중앙연구원,2018-09-21,,https://book.naver.com/bookdb/book_detail.nhn?bid=8779093,
한국 여성 근대화의 역사적 맥락,페미니즘과 역사,박용옥,지식산업사,2018-09-21,,https://book.naver.com/bookdb/book_detail.nhn?bid=224430,
한국 페미니즘의 문화지형과 여성주체,페미니즘과 역사,손자희,문화과학사,2018-09-21,,https://book.naver.com/bookdb/book_detail.nhn?bid=6180645,
한국의 여기자: 1920~1980,페미니즘과 역사,김은주,커뮤니케이션북스,2018-09-21,,https://book.naver.com/bookdb/book_detail.nhn?bid=7417178,
한국의 여성과 남성,페미니즘과 역사,조혜정,문학과지성사,2018-09-21,,https://book.naver.com/bookdb/book_detail.nhn?bid=205438,
그림에서 여성을 읽다,페미니즘과 예술,이은주,북랩,2018-09-21,http://cafedoing.com/221011478545,https://book.naver.com/bookdb/book_detail.nhn?bid=10280840,
기호로 읽는 한국 문화,페미니즘과 예술,김열규,서강대학교출판부,2018-09-21,,https://book.naver.com/bookdb/book_detail.nhn?bid=5024744,
"꽃미남과 여전사 1, 2 : 21세기 남과여",페미니즘과 예술,이명옥,노마드북스,2018-09-21,,https://book.naver.com/bookdb/book_detail.nhn?bid=2500982,
다락방에서 타자를 만나다,페미니즘과 예술,여성문화이론연구소 정신분석세미나팀,여이연,2018-09-21,,https://book.naver.com/bookdb/book_detail.nhn?bid=1941058,
다시 보는 미디어와 젠더,페미니즘과 예술,이나영 외,이화여자대학교출판문화원,2018-09-21,,https://book.naver.com/bookdb/book_detail.nhn?bid=7339907,
당신이 아름답지 않다는 거짓말,페미니즘과 예술,조이한,한겨레출판,2019-10-30,,http://book.naver.com/bookdb/book_detail.nhn?bid=15653521,
비엔나 호텔의 야간 배달부 ,페미니즘과 예술,임은주,Equilibrium,2018-09-21,,https://book.naver.com/bookdb/book_detail.nhn?bid=13069609,
성 미디어 문화,페미니즘과 예술,"김명현, 김훈순, 유선영 공편",나남출판,2018-09-21,,https://book.naver.com/bookdb/book_detail.nhn?bid=193941,
시네페미니즘,페미니즘과 예술,주유신,호밀밭,2019-02-20,,https://book.naver.com/bookdb/book_detail.nhn?bid=13428084,
"여성괴물, 억압과 위반 사이",페미니즘과 예술,바바라 크리드,여성문화이론연구소,2018-09-21,http://cafedoing.com/221046887558,https://book.naver.com/bookdb/book_detail.nhn?bid=5326427,
우리의 이름을 기억하라,페미니즘과 예술,브리짓 퀸,아트북스,2018-09-21,,https://book.naver.com/bookdb/book_detail.nhn?bid=12645872,
원시적 열정,페미니즘과 예술,레이 초우,이산,2018-09-21,,https://book.naver.com/bookdb/book_detail.nhn?bid=148639,
이미지 페미니즘,페미니즘과 예술,김영옥,미디어일다,2018-09-21,http://cafedoing.com/221333627385,https://book.naver.com/bookdb/book_detail.nhn?bid=13743369,
자화상 그리는 여자들,페미니즘과 예술,프랜시스 보르젤로,아트북스,2018-09-21,,https://book.naver.com/bookdb/book_detail.nhn?bid=12584001,
작은 별 통신,페미니즘과 예술,요시토모 나라,시공사,2020-02-13,,https://book.naver.com/bookdb/book_detail.nhn?bid=1509109,
재관람차,페미니즘과 예술,"상은, 전소영, 안팎, 최보련, 이충열, 타치, 혜원, Guest_0616",노뉴워크,2020-02-07,,,
전환극장 Trans-Theatre,페미니즘과 예술,"정은영, 양효실, 김영옥, 나영정, 방혜진, 안소현",포럼에이,2018-09-21,http://cafedoing.com/220987197100,https://book.naver.com/bookdb/book_detail.nhn?bid=10966000,
젠더 몸 미술: 여성주의 미술로 몸 바라보기,페미니즘과 예술,정윤희,알렙,2018-09-21,,https://book.naver.com/bookdb/book_detail.nhn?bid=7852419,
"지금, 여기, 여성적 삶과 문화",페미니즘과 예술,유선영,이화여자대학교출판문화원,2018-09-21,,https://book.naver.com/bookdb/book_detail.nhn?bid=7339872,
타자들의 삶,페미니즘과 예술,고경옥,글누림,2020-05-08,,,
"토베 얀손, 일과 사랑",페미니즘과 예술,툴라 카르얄라이넨,문학동네,2018-09-21,http://cafedoing.com/221202693150,https://book.naver.com/bookdb/book_detail.nhn?bid=12518952,
팝콘 먹는 페미니즘,페미니즘과 예술,윤정선,들녘,2019-05-24,,http://book.naver.com/bookdb/book_detail.nhn?bid=14827565,
페미니즘 미술의 이해,페미니즘과 예술,"T. 구마 피터슨, P. 매튜스",시각과언어,2018-09-21,http://cafedoing.com/221184249345,https://book.naver.com/bookdb/book_detail.nhn?bid=186770,
페미니즘 영화이론,페미니즘과 예술,쇼히니 초두리,앨피,2018-09-21,http://cafedoing.com/221194243350,https://book.naver.com/bookdb/book_detail.nhn?bid=7032831,
페미니즘 철학과 영화 분석,페미니즘과 예술,김영숙,바른책,2018-09-21,,https://book.naver.com/bookdb/book_detail.nhn?bid=10899830,
하트브레이커,페미니즘과 예술,조세핀 헨딘,계명대학교출판부,2018-09-21,,https://book.naver.com/bookdb/book_detail.nhn?bid=7311342,
한국 대중가요 속의 여성,페미니즘과 예술,이영미,대한민국역사박물관,2018-09-21,,https://book.naver.com/bookdb/book_detail.nhn?bid=8821666,
화가들은 왜 비너스를 눕혔을까?,페미니즘과 예술,이충열,한뻠책방,2019-03-14,http://cafedoing.com/221488188521,https://book.naver.com/bookdb/book_detail.nhn?bid=14619456,
"가족, 사적 소유, 국가의 기원",페미니즘과 철학,프리드리히 엥겔스,책세상,2019-06-27,,https://book.naver.com/bookdb/book_detail.nhn?bid=3105296,
객체화에 대한 페미니즘의 관점들 ,페미니즘과 철학,에반젤리아(리나)파파다키,전기가오리,2018-09-21,http://cafedoing.com/221062743692,https://book.naver.com/bookdb/book_detail.nhn?bid=11587600,
경계없는 페미니즘,페미니즘과 철학,찬드라 탈파드 모한티,여이연,2018-09-21,http://cafedoing.com/221337006296,https://book.naver.com/bookdb/book_detail.nhn?bid=1577801,
나이듦과 죽음에 관한 여성학적 성찰 ,페미니즘과 철학,이동옥,한국학술정보,2018-09-21,,https://book.naver.com/bookdb/book_detail.nhn?bid=6858571,
"나이듦을 배우다: 젠더, 문화, 노화",페미니즘과 철학,마거릿 크룩섕크,동녘,2018-09-21,http://cafedoing.com/221157095212,https://book.naver.com/bookdb/book_detail.nhn?bid=11369215,
낙태 논쟁,페미니즘과 철학,임종식,성균관대학교출판부,2019-06-22,http://cafedoing.com/221568888573,http://book.naver.com/bookdb/book_detail.nhn?bid=15048092,
낙태에 대한 옹호,페미니즘과 철학,주디스 자비스 톰슨,전기가오리,2018-09-21,,https://book.naver.com/bookdb/book_detail.nhn?bid=13875462,
남과 여,페미니즘과 철학,엘리자베트 바댕테르,문학동네,2018-09-21,,https://book.naver.com/bookdb/book_detail.nhn?bid=64870,
누가 민족국가를 노래하는가,페미니즘과 철학,"주디스 버틀러, 가야트리 스피박",산책자,2018-12-22,,http://book.naver.com/bookdb/book_detail.nhn?bid=4690729,
누가 안티고네를 두려워하는가,페미니즘과 철학,이명호,문학동네,2018-09-21,,https://book.naver.com/bookdb/book_detail.nhn?bid=7528481,
마르크스주의와 여성해방,페미니즘과 철학,주디스 오어,책갈피,2018-09-21,,https://book.naver.com/bookdb/book_detail.nhn?bid=10859549,
마르크스주의자들의 여성해방론,페미니즘과 철학,알렉산드라 콜론타이 외,책갈피,2018-09-21,,https://book.naver.com/bookdb/book_detail.nhn?bid=9188900,
사이렌의 침묵과 노래,페미니즘과 철학,노성숙,여이연,2018-09-21,,https://book.naver.com/bookdb/book_detail.nhn?bid=4772936,
성의 변증법,페미니즘과 철학,슐라미스 파이어스톤,꾸리에,2018-09-21,http://cafedoing.com/221197145760,https://book.naver.com/bookdb/book_detail.nhn?bid=10557862,
스피박 넘기,페미니즘과 철학,스티븐 모튼,앨피,2018-09-21,,https://book.naver.com/bookdb/book_detail.nhn?bid=1568528,
악셀 호네트,페미니즘과 철학,이현재,커뮤니케이션북스,2019-03-23,,https://book.naver.com/bookdb/book_detail.nhn?bid=14447449,
여성과 자유 : 21세기의 자유와 페미니즘,페미니즘과 철학,웬디 맥엘로이,나남,2018-09-21,,https://book.naver.com/bookdb/book_detail.nhn?bid=2510280,
여성주의철학,페미니즘과 철학,"앨리슨 재거, 아이리스 마리온 영 편집",서광사,2018-09-21,,https://book.naver.com/bookdb/book_detail.nhn?bid=1577739,
윤리적 폭력 비판,페미니즘과 철학,"주디스 버틀러, 양효실",인간사랑,2018-11-19,,http://cafedoing.com/221401812969,
전진하는 페미니즘 ,페미니즘과 철학,낸시 프레이저,돌베개,2018-09-21,http://cafedoing.com/220983300730,https://book.naver.com/bookdb/book_detail.nhn?bid=11821826,
"제2의 성(상,하)",페미니즘과 철학,시몬 드 보부아르,을유문화사,2018-09-21,,https://book.naver.com/bookdb/book_detail.nhn?bid=205035,
"젠더 감정 정치: 페미니즘 원년, 감정의 모든 것",페미니즘과 철학,임옥희,여이연,2018-09-21,http://cafedoing.com/220983300730,https://book.naver.com/bookdb/book_detail.nhn?bid=10688167,
젠더 고고학,페미니즘과 철학,마리 루이스 스티그 쏘렌센,진인진,2018-09-21,,https://book.naver.com/bookdb/book_detail.nhn?bid=8618702,
젠더 만들어진 성,페미니즘과 철학,코델리아 파인,휴먼사이언스,2018-09-21,,https://book.naver.com/bookdb/book_detail.nhn?bid=7795006,
젠더 트러블: 페미니즘과 정체성의 전복,페미니즘과 철학,주디스 버틀러,문학동네,2018-09-21,http://cafedoing.com/220983300730,https://book.naver.com/bookdb/book_detail.nhn?bid=5266968,
젠더 허물기,페미니즘과 철학,주디스 버틀러,문학과지성사,2018-09-21,,https://book.naver.com/bookdb/book_detail.nhn?bid=9956451,
젠더란 무엇인가,페미니즘과 철학,로빈 라일,한울아카데미,2018-09-21,,https://book.naver.com/bookdb/book_detail.nhn?bid=9545579,
"젠더무법자: 남자, 여자 그리고 우리에 관하여",페미니즘과 철학,케이트 본스타인,바다출판사,2018-09-21,http://cafedoing.com/221176893491,https://book.naver.com/bookdb/book_detail.nhn?bid=8882011,
젠더와 민족,페미니즘과 철학,니라 유발 데이비스,그린비,2018-09-21,http://cafedoing.com/220983300730,https://book.naver.com/bookdb/book_detail.nhn?bid=6814555,
젠더와 번역,페미니즘과 철학,한국여성문학학회 젠더와번역 연구모임,소명출판,2018-09-21,,https://book.naver.com/bookdb/book_detail.nhn?bid=7408162,
젠더와 사회,페미니즘과 철학,여성문화이론연구소,동녘,2018-09-21,http://cafedoing.com/221076278909,https://book.naver.com/bookdb/book_detail.nhn?bid=7768289,
주디스버틀러 읽기,페미니즘과 철학,임옥희,여이연,2018-09-21,,https://book.naver.com/bookdb/book_detail.nhn?bid=2502436,
